canon,n_solvents,lmax_min,lmax_max,lmax_median,span_nm
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,5,347.0,389.0,384.0,42.0
CN(C)/C=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,11,437.0,479.0,459.0,42.0
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,7,387.0,429.0,404.0,42.0
Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,26,340.0,382.0,345.0,42.0
CN(C)c1ccc(/C=C/C(=O)O)cc1,11,323.0,365.0,358.0,42.0
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(-n4c5ccccc5c5ccccc54)cc2)[n+]3C)s1,2,446.0,488.0,467.0,42.0
O=C(N/N=C/c1ccccc1O)c1ccc([N+](=O)[O-])cc1,7,338.0,380.0,342.0,42.0
O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,15,278.0,320.0,302.0,42.0
COCCOc1cc(C=O)c(OCCOC)cc1C=O,11,351.0,393.0,363.0,42.0
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,7,350.0024635,391.98968,380.0061931,41.987216500000045
CC1=N/C(=C\c2ccc(N(C)C)cc2)C(=O)N1C,7,405.0,446.0,428.0,41.0
N#Cc1c(C#N)c2ccccc2c2ccccc12,2,346.0,387.0,366.5,41.0
N#CSC1=CC2=C(c3ccccc3)c3ccc(SC#N)n3[B-](F)(F)[N+]2=C1N1CCOCC1,5,519.0,560.0,554.0,41.0
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(N3CCOCC3)=[N+]21,5,473.0,514.0,480.0,41.0
CCCCCCCCCCCCC(CCCCCCCCCC)Cn1c2cc(/C=C/C=C(C#N)C#N)c3cccc4c5cccc6c(/C=C/C=C(C#N)C#N)cc1c(c65)c2c34,4,597.0,638.0,605.0,41.0
O=c1cc(C(F)(F)F)c2cc3c4c(c2o1)CCCN4CCC3,5,393.0,434.0,418.0,41.0
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,14,383.0,424.0,409.5,41.0
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,14,340.0,381.0,375.5,41.0
N#Cc1cccc(C#N)c1-c1ccc(N2c3ccccc3C3(c4ccccc42)c2ccccc2N(c2ccc(-c4c(C#N)cccc4C#N)cc2)c2ccccc23)cc1,2,371.0306407,412.0065789,391.51860980000004,40.97593820000003
CN1c2ccc3c(c2-c2ccccc2S1(=O)=O)-c1ccccc1S(=O)(=O)N3C,2,350.0,390.0,370.0,40.0
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccc(C#N)cc4)=C3)ccc2c1,7,519.0,559.0,533.0,40.0
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N4CCN(C)CC4)cc2)[n+]3C)s1,2,505.0,545.0,525.0,40.0
Cc1ccc(N(c2ccc(C)cc2)c2ccc3c4cccc5c(N(c6ccc(C)cc6)c6ccc(C)cc6)ccc(c6cccc2c63)c54)cc1,6,473.0,513.0,504.0,40.0
CCOC(=O)c1ccc(C2=C(c3ccccc3)c3oc4ccccc4[n+]3[B-](F)(F)O2)cc1,2,350.0,390.0,370.0,40.0
Nc1ccc2c(c1)C(=O)N(C13C[C@H]4C[C@@H](C1)C[C@@H](C3)C4)C2=O,8,340.0,380.0,361.0,40.0
N#CSc1ccc2n1[B-](F)(F)[N+]1=C(N3CCOCC3)C=CC1=C2c1ccccc1,5,452.0,492.0,464.0,40.0
CC1=CC(c2ccc(N(C)C)cc2)=[N+]2C1=Nc1c(C)cc(-c3ccc(N(C)C)cc3)n1[B-]2(F)F,3,734.0,774.0,744.0,40.0
O=[N+]([O-])c1ccc([N+]2=Cc3ccc4c5c(ccc4c3O[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C=[N+](c2ccc([N+](=O)[O-])cc2)[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)O5)cc1,5,513.0,553.0,525.0,40.0
CCc1c(C(=O)OC)c(C(=O)OC)c2ccc(-c3ccccc3)nn12,2,399.4,439.0,419.2,39.60000000000002
CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,12,483.0,522.5,507.25,39.5
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(c4ccccc4)c4ccccc4)cc2)[n+]3C)s1,2,522.0,561.0,541.5,39.0
F[B-]1(F)OC(c2ccccc2)=Nc2sc(-c3ccccc3)n[n+]21,9,328.0,367.0,333.0,39.0
CN(C)c1ccc2nc(/C=C/c3ccccc3)c(=O)oc2c1,12,436.0,475.0,462.5,39.0
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,19,347.0,386.0,368.0,39.0
CN(C)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,14,443.0,482.0,470.0,39.0
N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,3,388.0,426.0,421.0,38.0
CCCCC(CC)CN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc(c23)C1=O,6,422.0,460.0,436.0,38.0
CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,6,504.0,542.0,517.0,38.0
Fc1ccc(N(c2ccc(F)cc2)c2ccc3c4cccc5c(N(c6ccc(F)cc6)c6ccc(F)cc6)ccc(c6cccc2c63)c54)cc1,6,461.0,499.0,490.5,38.0
CCCN1C(=O)C(=CC=CC=C2Oc3ccccc3N2CCCS(=O)(=O)[O-])C(=O)N(CCC)C1=S,8,530.0,568.0,560.0,38.0
COc1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(OC)cc2)cc1,2,350.0,388.0,369.0,38.0
CN(C)c1ccc(C(=Cc2ccc(C=O)cc2)c2ccc(N(C)C)cc2)cc1,2,407.0,445.0,426.0,38.0
CN(C)c1ccc(/C=C2\CCCC2=O)cc1,19,357.0,394.0,383.0,37.0
N#Cc1c(C#N)c2cc(Cl)ccc2c2ccc(Cl)cc12,2,347.0,384.0,365.5,37.0
N#Cc1c(C#N)c2cc(Cl)c(Cl)cc2c2cc(Cl)c(Cl)cc12,2,343.0,380.0,361.5,37.0
CNc1ccc2c(c1)C(=O)c1ccccc1-2,4,474.0,511.0,499.5,37.0
CCN(CC)c1ccc(/C=N/c2cc3nc4ccccc4nc3cc2/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,3,451.0,488.0,476.0,37.0
O=P(c1ccccc1)(c1ccccc1)c1ccc(-n2c(-c3cccc(P(=O)(c4ccccc4)c4ccccc4)c3)nc3ccccc32)cc1,2,304.0,341.0,322.5,37.0
F[B-]1(F)n2c(nc(Br)c2Br)-c2cccc[n+]21,7,356.0,393.0,366.0,37.0
CCN(CC)c1ccc2c(C(F)(F)F)cc(=O)oc2c1,6,376.0,413.0,398.0,37.0
CN(C)c1ccc2c(c1)-c1ccccc1C2=O,4,400.0,437.0,425.5,37.0
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,10,498.0,535.0,521.5,37.0
CCC(=O)c1ccc2cc(N(C)C)ccc2c1,20,338.0,375.0,353.5,37.0
CN(C)c1ccc2c(c1)C(=O)NC2=O,9,371.0,408.0,387.0,37.0
CN(C)c1ccc(/C=C/c2cc[n+](CCCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,11,457.0007952,494.00036560000007,479.0006131,36.99957040000004
CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,7,489.0,525.3687316,507.0,36.36873160000005
C[n+]1ccc(/C=C/c2ccc3cc(O)ccc3c2)cc1,12,390.0,426.0,410.5,36.0
FC(F)(F)C(F)(F)C(F)(F)C1=NC2=C(c3ccc4ccc5cccc6ccc3c4c56)C=C3c4cc(-c5ccc6ccc7cccc8ccc5c6c78)c5nc(C(F)(F)C(F)(F)C(F)(F)F)nc6c(-c7ccc8ccc9cccc%10ccc7c8c9%10)cc(c4c56)=C4C=C(c5ccc6ccc7cccc8ccc5c6c78)C(=N1)C2C34,2,524.0,560.0,542.0,36.0
O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,5,497.0,533.0,520.0,36.0
C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,13,463.0,499.0,479.0,36.0
O=P(c1ccccc1)(c1ccccc1)c1cccc(-c2nc3ccccc3n2-c2cccc(P(=O)(c3ccccc3)c3ccccc3)c2)c1,2,304.0,340.0,322.0,36.0
Cc1nc(-c2ccccc2)c2ccccn12,5,338.0,374.0,364.0,36.0
N#Cc1c2nc3ccccn3c2nc2nc3ccccn3c12,5,455.0,490.0,475.0,35.0
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2ccc3ccccc3[n+]21,5,455.0,490.0,486.0,35.0
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc[n+]21,5,438.0,473.0,468.0,35.0
CCN(CC)c1ccc2c(C)cc(=O)oc2c1,11,350.0,385.0,373.0,35.0
CCN(CC)/C(C)=N\c1ccc2c3c(cccc13)C(=O)c1ccccc1-2,11,444.0,479.0,467.0,35.0
CC1=CC(=[N+]2CCC2)C=C2C1=Nc1c(C)cc(N3CCC3)cc1[Si]2(C)C,4,701.0,736.0,728.5,35.0
CCCCC(CC)CN1C(=O)c2cccc3c(C#Cc4ccc(N(c5ccccc5)c5ccc(C#Cc6ccc7c8c(cccc68)C(=O)N(CC(CC)CCCC)C7=O)cc5)cc4)ccc(c23)C1=O,6,451.0,486.0,454.5,35.0
O=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,3,343.0,378.0,376.0,35.0
CCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCC)c1ccc(/C=C/c2cc[n+](Cc3cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)cc(C[n+]4ccc(/C=C/c5ccc(N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)cc5)cc4)c3)cc2)cc1,14,481.0,516.0,502.0,35.0
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,4,361.0,396.0,383.5,35.0
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(C#N)cc3)C2=O)cc1,23,438.0,473.0,464.0,35.0
CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,6,425.0,460.0,425.4,35.0
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,14,337.0,372.0,365.5,35.0
O=P(c1ccccc1)(c1ccccc1)c1ccc(-n2c(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)nc3ccccc32)cc1,2,300.0,335.0,317.5,35.0
O=c1c2cc(F)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,3,337.0,372.0,350.0,35.0
CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4cccc2c43)=N1,5,451.0,486.0,482.0,35.0
C=CCOC(=O)C(C#N)=C1C=C(/C=C/c2ccc(N(C)C)cc2)OC(/C=C/c2ccc(N(C)C)cc2)=C1,9,462.0,497.0,479.0,35.0
CC(C)(C)c1ccc2c(c1)sc1[n+]2[B-](F)(F)n2c(c3cccc4c(Br)ccc2c43)=N1,5,463.0,498.0,490.0,35.0
CN(C)c1ccc(/C=C/c2cc[n+](CCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,11,466.0005965,500.999494,488.00007810000005,34.998897500000055
COc1cc(/C=C/C2=CC(/C=C/c3ccc(O)c(OC)c3)=[O+][B-](F)(F)O2)ccc1O,8,492.9,527.0,497.55,34.10000000000002
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2cccc(Cl)[n+]21,5,447.0,481.0,476.0,34.0
F[B-]1(F)n2c(c3cccc4cccc2c43)=Nc2sc3ccccc3[n+]21,5,448.0,482.0,479.0,34.0
CCN(CC)c1ccc([N+]2=Cc3ccc4c5c(ccc4c3O[B-]2(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)C=[N+](c2ccc(N(CC)CC)cc2)[B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)O5)cc1,5,555.0,589.0,559.0,34.0
Cc1ccc2occ(CC(=O)NN)c2c1,10,279.0,313.0,289.5,34.0
O=Cc1ccc(-c2ccc(C3=CCCCC3)s2)s1,6,358.0,392.0,387.0,34.0
CCN(CC)c1ccc(/C=N/C2CCCCC2/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,3,376.0,410.0,403.0,34.0
COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,5,361.0,395.0,390.0,34.0
CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,6,500.0,534.0,518.0,34.0
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,14,382.0,416.0,405.0,34.0
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,14,360.0,394.0,383.5,34.0
CN(C)c1ccc(-c2ccc(-c3cc(N4CCCCC4)c(C#N)c4c3-c3ccccc3CC4)s2)cc1,6,350.0,384.0,377.0,34.0
Cc1c(C2=[N+]3C(=Cc4c(C)c5ccccc5n4[B-]3(F)F)c3ccccc32)[nH]c2ccccc12,6,591.0,625.0,609.5,34.0
CCc1ccc2ccc(-c3ccccc3)nn12,2,405.0,439.0,422.0,34.0
Cc1cccc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,5,441.0,475.0,465.0,34.0
Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,5,445.0,479.0,476.0,34.0
COc1ccc(N(c2ccc(OC)cc2)c2ccc3c4cccc5c(N(c6ccc(OC)cc6)c6ccc(OC)cc6)ccc(c6cccc2c63)c54)cc1,6,508.0,541.0,517.0,33.0
[C-]#[N+]c1ccc(-c2ccc(NC)cc2)cc1,15,305.0,338.0,325.0,33.0
O=c1oc2ccccc2c2c1c(=O)oc1c3ccccc3cc(O)c12,2,447.0,480.0,463.5,33.0
Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,27,348.0,381.0,355.0,33.0
CN(CCO)c1ccc(/C=C/C2=C(C#N)C(C(C#N)C#N)OC2(C)C)cc1,10,562.0,595.0,577.0,33.0
Nc1ccc2c(c1)C(=O)c1ccccc1-2,4,455.0,488.0,475.0,33.0
N#Cc1ccc(N)c2nonc12,7,397.0,430.0,418.0,33.0
CCCCCCCCCCCCOc1cc2cc(N(C)C)ccc2cc1C#N,8,336.0,369.0,368.0,33.0
c1ccc2nc3c(nc2c1)c1c2n3CCCN2CCCC1,3,408.0,441.0,419.0,33.0
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(OC)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,2,403.0,436.0,419.5,33.0
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)c7ccc(/C=C/c8ccc(N(c9ccccc9)c9ccccc9)cc8)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,7,524.0,557.0,533.0,33.0
CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],14,330.0,363.0,350.0,33.0
CN1CCN(c2ccc3c4c(cccc24)C(=O)c2ccccc2-3)CC1,17,428.2,460.8,454.4,32.60000000000002
CCCCCCC(CCCCCC)N1C(=O)c2cccc3c(-c4ccc(N(C)C)cc4)ccc(c23)C1=O,7,401.2,433.8,426.2,32.60000000000002
COC(=O)c1c(C(=O)OC)c2ccc(-c3ccccc3)nn2c1C,2,397.6,430.0,413.8,32.39999999999998
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,7,351.114668,383.4507346,380.0061931,32.33606659999998
N#C/C(=C\c1ccc(C=C(c2ccccc2)c2ccccc2)cc1)c1ccc([N+](=O)[O-])cc1,2,381.0,413.0,397.0,32.0
CN(C)c1ccc(-c2ccc3n2[B-](F)(F)[N+]2=C(c4ccccc4)C=CC2=C3C(F)(F)F)cc1,10,665.0,697.0,677.5,32.0
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4o3)c(=O)oc2c1,9,497.0,529.0,510.0,32.0
CCCCCCCCOc1cc(/C=C/c2ccncc2)c(OCCCCCCCC)cc1/C=C/c1ccncc1,2,398.0,430.0,414.0,32.0
Cc1ccc2c(CC(=O)NN)coc2c1,10,278.0,310.0,289.5,32.0
N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)o1,3,394.0,426.0,421.0,32.0
O=P(c1ccccc1)(c1ccccc1)c1cccc(-n2c(-c3ccccc3P(=O)(c3ccccc3)c3ccccc3)nc3ccccc32)c1,2,300.0,332.0,316.0,32.0
CC[N+]1=C(/C=C/c2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21,6,504.0,536.0,513.5,32.0
CN(C)c1ccc(/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,15,447.0,479.0,463.0,32.0
C=CCNc1ccc2ccc3oc4cc(=[N+]5CCCC5)ccc-4nc3c2c1,4,556.0,588.0,573.0,32.0
N#Cc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(C#N)ccc1-3,8,329.0,360.0,344.0,31.0
CN(C)c1ccc(/C=C/C=C2\CCCC2=O)cc1,18,394.0,425.0,413.5,31.0
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,7,489.0,520.0,500.0,31.0
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,7,519.0,550.0,530.0,31.0
[C-]#[N+]c1ccc(-c2ccc(N)cc2)cc1,15,298.0,329.0,310.0,31.0
C=CCNc1ccc2c(ccc3oc4cc(=[N+](C)C)ccc-4nc32)c1,4,579.0,610.0,599.0,31.0
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,2,389.0,420.0,404.5,31.0
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,2,402.0,433.0,417.5,31.0
CCc1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,10,326.0,357.0,348.5,31.0
Nc1cccc2c1-c1ccccc1C2=O,4,427.0,458.0,445.5,31.0
c1ccc(-n2c(-c3cccc4ccccc34)nc3c4cccc5ccc6cccc(c6c54)c32)cc1,3,352.9859719,383.0,380.0,30.01402810000002
C=CCNc1ccc2ccc3oc4cc(=[N+](C)C)ccc-4nc3c2c1,4,552.0,582.0,570.5,30.0
COc1ccc2c(c1)c(C#N)c(C#N)c1cc(OC)ccc12,2,403.0,433.0,418.0,30.0
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,9,498.0,528.0,509.0,30.0
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,9,430.0,460.0,454.0,30.0
Nc1ccc2c3cccc4cccc(c5cccc1c52)c43,10,452.0,482.0,464.5,30.0
Cn1c(=O)c(/N=N/c2ccc(Nc3ccccc3)c(S(=O)(=O)O)c2)c(O)c2ccccc21,8,385.0,415.0,409.0,30.0
CN(C)c1ccc(C(=O)c2ccccc2)cc1,5,325.0,355.0,345.0,30.0
c1ccc2c(c1)oc1nc3oc4ccc(-n5c6ccccc6c6ccccc65)cc4c3cc12,2,316.0,346.0,331.0,30.0
CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,6,508.0,538.0,522.0,30.0
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,7,366.0005975,396.0001056,381.9964621,29.999508099999957
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,10,371.0,400.0,384.0,29.0
COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccc([N+](=O)[O-])cc3)cc2)c2ccc(OC)cc2)cc1,2,421.0,450.0,435.5,29.0
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,14,395.0,424.0,414.0,29.0
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,7,363.0,392.0,386.0,29.0
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6cccc7ccccc67)nn5-c5ccccc5)s4)ccc(c23)C1=O,2,389.0,418.0,403.5,29.0
O=C(O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3,4,608.0,637.0,618.0,29.0
CC(C)(C)c1ccc2oc3nc4oc5ccc(N6c7ccccc7Sc7ccccc76)cc5c4cc3c2c1,2,348.0,377.0,362.5,29.0
N#Cc1ccc(/C=C/c2ccc(C=C(c3ccccc3)c3ccccc3)cc2)cc1,2,366.0,395.0,380.5,29.0
CCN(CC)c1ccc2ccc(=O)oc2c1,15,352.0,381.0,375.0,29.0
COc1cc(/C=C2/SC(=O)NC2=O)cc(OC)c1O,8,341.0,370.0,360.5,29.0
CN(C)c1ccc(/C=C/c2cc[n+](CCCOCC(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)(COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)COCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,10,460.0,489.0,483.0,29.0
COc1ccc(C2=C(c3ccc(OC)cc3)c3cccc4c5c(cc(c34)O2)=NC(C#N)C(C#N)N=5)cc1,2,511.0,540.0,525.5,29.0
O=c1c2cc(Cl)ccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,3,345.0,374.0,345.0,29.0
O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,17,423.0,452.0,444.0,29.0
C[Si](C)(C)[Si](c1cc2sc3cc([Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)sc3c2s1)([Si](C)(C)C)[Si](C)(C)C,2,334.0,363.0,348.5,29.0
CN(C)c1ccc(/C=C/c2cc[n+](CCCCCCCCCCCC[n+]3ccc(/C=C/c4ccc(N(C)C)cc4)cc3)cc2)cc1,11,462.000462,490.9999705,476.0000762,28.99950849999999
CN1c2ccccc2C(O)(c2ccccc2)c2cc([N+](=O)[O-])ccc21,6,381.5,410.0,394.85,28.5
CCC1(CC)c2cc(/C=C/c3ccc(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,5,418.0,446.4285714,441.4965986,28.42857140000001
CC(C)(C)c1ccc(C2=C(c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)n2[B-]3(F)F)cc1,5,563.0,591.0,585.0,28.0
CCCCCCN1C(=O)c2cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)c(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc2C1=O,2,347.0,375.0,361.0,28.0
CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccc(/C=C/C(=C(/C#N)C(=O)OCC)c3ccccc3)cc2)cc1)c1ccccc1,10,474.0,502.0,488.5,28.0
CNc1cccc2c1-c1ccccc1C2=O,4,449.0,477.0,466.0,28.0
Cn1nc(-c2ccccc2)c2n[nH]nc2/c1=N\c1ccccn1,3,382.0,410.0,402.0,28.0
COc1ccc(C2=CC(c3ccc4cc(N(C)C)ccc4c3)=[O+][B-](F)(F)O2)cc1,7,484.0,512.0,494.0,28.0
CCOC(=O)CC[N+]1=c2cc3c(cc2CCC1)=Cc1c(c2cc4c5c(c2oc1=O)CCCN5CCC4)O3,4,610.0,638.0,619.0,28.0
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,2,402.0,430.0,416.0,28.0
Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,4,313.0,341.0,329.0,28.0
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,7,362.0040544,389.9914348,381.9948205,27.987380400000006
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)n1,7,320.3497615,347.5357711000001,343.5612083000001,27.18600960000009
COc1ccc2c(c1)N(c1ccccc1-c1ccccc1)c1cc3c(cc1=N2)Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)N=3,3,532.0,559.0,552.0,27.0
N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)s1,3,397.0,424.0,414.0,27.0
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,9,462.0,489.0,478.0,27.0
O=C1/C(=C2\Sc3ccc(S(=O)(=O)Cl)cc3C2=O)Sc2ccc(S(=O)(=O)Cl)cc21,2,526.0,553.0,539.5,27.0
CCCCN1c2ccccc2Sc2cc(/C=C/c3nc4nc5ccccc5nc4s3)ccc21,12,454.0,481.0,465.5,27.0
N#CC(C#N)=C(/C=C/c1cc2c3c(c1)CCCN3CCC2)c1ccc2c3c(cccc13)CC2,8,523.0,550.0,536.5,27.0
CCN(CC)c1ccc2cc(-c3cn4cc5ccccc5cc4n3)c(=O)oc2c1,2,434.0,461.0,447.5,27.0
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,10,368.0,395.0,379.0,27.0
COc1coc2cc(-c3ccc(N(C)C)cc3)ccc2c1=O,8,348.0,375.0,362.5,27.0
